Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Electricity_Availability,Internet_Accessibility,Peer_Influence,Community_Beliefs,Family_Support,Home_Study_Environment,Motivation_Level,Lecture_Quality,Physical_Health,Psychological_State
26,Female,2.15,83.4,6.7,3.9,6.0,1.59,No,Hybrid,Good,Good,No,1,Low,4.9,C,0.82,0,Neutral,4.9,3.1,4.4,3.5,1.2,5.0,2.4
22,Female,2.69,77.4,5.6,2.7,5.0,1.68,No,Offline,Average,Average,No,2,Low,4.5,B,0.62,1,Neutral,2.6,3.9,3.9,3.8,3.6,4.1,2.9
25,Female,6.87,67.4,7.4,3.8,1.0,1.52,Yes,Online,Average,Average,Yes,2,Middle,1.9,A,0.7,2,Positive,2.6,1.4,3.6,3.7,3.3,5.0,4.0
24,Male,6.0,81.9,7.2,3.5,4.4,1.58,Yes,Online,Average,Average,Yes,4,Middle,5.4,A,0.71,1,Positive,2.6,2.8,4.1,3.1,1.6,4.5,1.3
20,Male,7.18,81.1,6.2,3.2,3.6,2.24,Yes,Offline,Good,Average,No,2,High,2.4,A,0.73,2,Positive,2.1,2.4,3.9,4.3,3.5,4.2,3.1
22,Female,7.35,78.6,8.4,4.6,4.6,1.61,No,Hybrid,Average,Excellent,No,1,Middle,4.2,A,0.15,2,Positive,3.6,3.7,3.2,3.4,3.5,4.3,3.1
18,Male,6.3,91.4,8.1,5.0,5.7,2.2,No,Online,Average,Average,Yes,0,High,2.5,A,0.49,0,Neutral,2.3,3.1,2.3,3.7,3.3,4.0,3.9
21,Female,6.61,87.3,6.6,3.5,6.3,1.13,Yes,Online,Average,Average,Yes,3,Low,7.6,A,0.43,2,Positive,2.7,3.6,3.7,4.9,3.7,5.0,1.8
19,Female,5.61,64.0,10.0,8.5,1.4,2.33,No,Online,Average,Excellent,No,3,Middle,6.0,A,0.17,2,Positive,3.5,2.8,2.3,3.1,2.3,5.0,2.0
23,Male,7.59,92.7,7.2,3.9,3.1,2.13,Yes,Online,Average,Good,Yes,2,High,7.4,A,0.84,2,Neutral,5.0,4.3,4.2,3.2,2.4,3.3,2.8
21,Female,1.97,70.5,8.4,3.6,6.5,1.86,Yes,Online,Average,Good,Yes,3,Middle,8.1,B,0.67,0,Neutral,2.3,3.2,4.2,1.6,4.0,4.6,1.0
20,Female,4.68,60.6,6.8,1.5,3.5,1.54,No,Online,Good,Good,Yes,0,Low,3.3,A,0.39,0,Positive,2.5,2.6,4.9,3.8,1.0,4.9,4.3
19,Male,7.1,87.8,5.3,4.7,3.9,2.22,Yes,Hybrid,Good,Excellent,Yes,2,Middle,2.0,A,0.74,2,Positive,2.4,3.1,4.8,3.7,3.0,4.0,3.8
29,Non-Binary,6.72,90.9,8.5,9.5,3.4,1.71,No,Offline,Average,Average,Yes,2,High,6.8,A,0.76,2,Positive,3.5,1.7,2.4,1.8,3.1,4.2,1.2
17,Female,5.17,70.6,7.8,4.0,4.0,2.15,No,Offline,Poor,Excellent,Yes,3,Middle,3.2,A,0.22,1,Negative,2.5,3.2,2.8,2.1,1.3,4.8,3.5
17,Male,4.38,80.0,4.9,6.0,3.6,1.93,Yes,Offline,Poor,Excellent,No,1,Middle,6.0,B,0.58,1,Neutral,2.1,2.6,3.6,2.8,2.6,2.9,2.8
19,Female,6.72,72.5,7.2,7.1,3.4,1.74,No,Online,Good,Good,No,1,Middle,3.1,A,0.21,0,Neutral,3.1,1.7,3.0,2.5,3.0,3.1,3.2
28,Female,4.7,85.8,7.0,8.2,3.6,1.64,No,Offline,Average,Good,No,0,Low,4.4,B,0.19,0,Neutral,3.6,2.1,1.5,3.8,2.4,4.9,2.9
28,Female,2.79,74.6,7.9,7.4,5.1,1.55,Yes,Online,Poor,Good,Yes,2,Middle,7.4,C,0.36,0,Positive,2.5,1.0,4.3,1.9,3.3,3.7,2.3
22,Female,7.37,82.1,7.4,2.6,3.4,2.08,No,Online,Average,Poor,Yes,2,Low,1.0,A,0.35,0,Positive,3.1,2.8,3.5,3.2,3.2,5.0,4.5
25,Female,4.28,67.0,7.4,5.9,0.5,1.89,No,Online,Poor,Average,No,1,Middle,5.3,A,0.42,1,Negative,3.3,2.5,3.0,2.8,3.0,3.9,3.0
19,Male,5.41,85.2,8.7,7.4,2.9,1.76,Yes,Offline,Good,Excellent,No,3,High,4.6,A,0.42,1,Positive,3.0,1.4,3.4,2.4,2.1,5.0,1.4
28,Female,1.79,80.1,6.3,6.4,5.5,1.62,Yes,Online,Poor,Good,Yes,0,Middle,6.6,Fail,0.55,0,Positive,3.3,2.2,3.8,1.6,1.0,4.5,2.3
18,Female,1.11,100.0,6.6,4.0,2.0,1.79,Yes,Offline,Average,Average,Yes,0,High,5.8,C,0.64,2,Negative,2.2,4.4,4.9,3.1,4.3,4.2,2.8
18,Male,5.94,93.0,6.7,4.3,6.3,1.86,No,Offline,Poor,Good,Yes,0,Low,4.8,B,0.81,2,Neutral,2.0,3.3,4.1,3.9,1.0,3.6,3.1
18,Male,8.36,74.0,7.3,4.4,3.2,1.87,No,Online,Good,Good,Yes,2,Middle,3.7,A,0.68,1,Positive,2.2,1.8,3.3,4.3,1.4,3.9,1.9
21,Non-Binary,0.48,66.9,6.7,2.0,3.8,1.95,No,Online,Average,Poor,Yes,1,High,6.5,C,0.62,0,Positive,1.0,2.9,3.9,3.3,1.8,4.8,1.1
24,Female,4.01,86.7,6.7,5.0,6.3,2.13,Yes,Offline,Average,Good,No,1,Low,4.3,C,0.76,2,Neutral,1.8,1.9,4.2,4.4,3.2,5.0,4.0
20,Female,6.16,71.0,6.1,8.7,5.5,1.96,No,Online,Average,Good,Yes,2,Low,8.9,B,0.26,2,Positive,3.7,2.9,3.4,1.7,2.7,4.7,1.8
28,Female,5.42,87.1,6.1,6.1,5.2,1.44,No,Hybrid,Average,Average,No,0,Middle,3.9,A,0.69,1,Positive,3.7,1.9,2.9,2.7,3.5,4.6,3.1
20,Female,5.16,90.1,7.3,6.0,5.6,1.23,No,Offline,Good,Excellent,No,0,Middle,3.9,A,0.41,1,Positive,1.7,2.2,2.8,2.5,4.6,4.0,3.7
18,Female,4.98,94.6,6.3,3.6,5.8,1.67,Yes,Offline,Average,Average,Yes,3,High,8.3,C,0.84,2,Neutral,1.3,3.7,5.0,3.4,3.1,4.9,2.0
21,Female,3.11,94.7,7.0,2.6,3.1,2.08,No,Online,Good,Good,No,3,Middle,1.4,A,0.67,0,Positive,3.0,3.4,4.7,1.5,1.7,5.0,4.0
22,Male,7.24,91.8,8.2,4.4,4.2,1.61,No,Online,Good,Average,No,3,High,6.8,A,0.4,1,Positive,3.5,2.7,4.4,3.7,3.7,4.6,2.6
24,Female,6.96,79.5,7.6,5.8,1.4,1.4,Yes,Hybrid,Average,Good,Yes,2,High,3.8,A,0.91,1,Positive,2.2,2.7,5.0,3.1,4.0,4.0,3.3
20,Female,5.77,79.2,8.4,3.2,3.3,1.86,Yes,Offline,Average,Average,Yes,2,Low,2.7,A,0.67,0,Positive,2.4,2.4,2.3,4.0,2.3,4.3,2.3
22,Female,0.44,81.6,5.0,5.2,7.7,1.87,No,Hybrid,Average,Average,No,0,Middle,4.8,D,0.49,1,Negative,3.8,4.0,2.0,4.1,3.2,3.5,3.1
19,Female,8.4,95.8,6.3,5.2,6.8,1.79,No,Online,Poor,Excellent,No,4,Middle,1.7,A,0.23,2,Neutral,4.7,1.9,2.8,3.7,2.4,5.0,3.1
22,Female,4.93,76.0,6.7,8.1,2.3,1.71,Yes,Offline,Good,Poor,No,2,Low,4.4,B,0.52,0,Neutral,2.4,2.6,4.2,2.4,3.2,5.0,2.1
28,Male,6.09,79.7,7.2,5.4,3.7,1.9,Yes,Offline,Poor,Good,No,3,High,4.4,A,0.77,1,Positive,3.6,3.2,4.1,3.2,2.4,4.6,1.7
17,Male,8.89,88.2,7.1,8.4,4.6,1.4,No,Online,Good,Good,Yes,2,Middle,5.1,A,0.8,0,Positive,3.0,3.5,3.8,3.3,3.1,5.0,3.4
25,Male,7.66,67.6,6.4,6.1,5.8,2.14,No,Offline,Average,Excellent,No,3,Middle,4.0,A,0.57,2,Positive,4.1,2.4,5.0,3.4,2.7,3.6,2.4
21,Male,4.86,75.8,7.8,2.6,3.7,1.49,Yes,Online,Average,Good,Yes,2,Middle,3.5,A,0.44,0,Neutral,1.9,2.3,3.8,3.4,4.8,4.7,2.5
19,Non-Binary,7.19,80.0,7.4,5.4,3.3,1.86,No,Hybrid,Average,Poor,No,2,Low,6.2,A,0.86,0,Positive,3.0,3.0,3.7,3.8,1.1,3.9,1.6
27,Male,6.24,75.6,5.8,6.1,3.5,1.52,No,Hybrid,Average,Poor,No,1,Middle,8.0,A,0.51,0,Positive,2.4,1.9,3.3,3.9,2.6,4.3,2.5
21,Male,3.88,74.3,7.6,3.8,1.9,2.32,No,Offline,Average,Excellent,No,2,Middle,5.8,A,0.55,2,Positive,2.9,2.4,4.3,3.0,4.8,5.0,2.3
20,Female,5.31,83.6,5.7,5.5,3.0,1.58,No,Hybrid,Good,Excellent,No,1,Middle,3.6,A,0.36,2,Positive,3.9,1.6,3.9,3.1,4.5,4.1,1.8
18,Female,1.5,70.2,9.2,9.0,5.6,1.63,Yes,Online,Average,Average,No,0,High,7.8,D,0.83,0,Neutral,3.0,1.5,4.4,2.5,2.9,4.7,1.5
19,Male,1.89,85.1,6.8,2.7,2.2,1.84,No,Hybrid,Poor,Good,No,2,Middle,5.0,A,0.71,1,Negative,2.2,2.9,3.0,3.6,1.7,3.4,3.4
24,Female,5.43,76.5,7.0,4.2,3.6,1.55,No,Offline,Poor,Good,No,0,Low,6.9,B,0.21,1,Positive,3.9,2.0,3.5,4.1,3.3,3.8,3.7
22,Female,7.88,63.7,8.1,6.3,2.9,2.0,Yes,Offline,Poor,Excellent,Yes,2,Low,3.1,A,0.77,1,Positive,3.5,2.1,3.1,4.9,2.6,4.3,1.9
26,Male,3.08,51.8,6.0,3.6,3.1,1.56,No,Online,Average,Excellent,No,0,Middle,4.1,C,0.87,2,Neutral,3.2,3.5,3.3,4.9,3.4,3.9,3.6
19,Male,7.45,69.1,5.1,3.7,3.8,2.06,No,Offline,Average,Excellent,Yes,3,Middle,5.3,A,0.61,2,Positive,1.8,3.2,3.7,5.0,3.4,4.8,3.6
18,Female,5.35,83.9,6.5,7.4,4.1,1.44,No,Online,Average,Excellent,Yes,2,High,5.3,B,0.42,2,Positive,3.5,3.0,4.3,2.7,3.1,3.7,3.1
17,Female,8.65,77.5,8.7,5.3,2.8,2.32,No,Hybrid,Good,Excellent,Yes,2,Middle,1.9,A,0.78,2,Positive,2.3,3.3,4.4,4.1,2.7,4.6,4.0
21,Female,4.34,73.6,7.9,3.1,4.0,1.89,No,Offline,Average,Average,Yes,2,Low,6.4,B,0.63,2,Neutral,2.0,3.2,5.0,3.2,2.6,4.5,3.2
29,Male,10.98,78.7,5.8,4.6,2.2,1.78,No,Offline,Average,Excellent,No,3,Low,6.9,A,0.1,2,Neutral,2.1,2.6,3.3,3.9,3.8,4.4,4.2
23,Male,5.96,83.1,6.3,4.8,3.6,1.65,No,Online,Good,Good,Yes,2,Middle,3.2,A,0.59,2,Neutral,3.6,2.8,3.4,4.0,1.8,5.0,3.4
19,Female,4.58,76.7,8.5,5.1,5.0,1.72,No,Offline,Average,Excellent,No,4,Middle,2.3,A,0.32,2,Negative,3.5,2.2,2.9,2.7,3.7,5.0,3.8
25,Male,5.56,69.3,9.3,5.8,4.5,2.3,No,Hybrid,Good,Good,Yes,1,Low,4.3,A,0.85,0,Neutral,3.0,1.8,3.6,3.7,3.0,3.5,3.6
24,Male,1.39,92.6,5.8,2.6,4.2,1.7,No,Hybrid,Average,Poor,Yes,2,Middle,7.1,C,0.45,1,Negative,1.0,3.8,3.3,2.6,2.2,3.1,2.8
17,Female,5.75,78.9,6.8,7.5,1.7,1.89,No,Hybrid,Good,Good,Yes,2,High,3.6,A,0.5,0,Positive,4.1,3.0,5.0,1.8,4.2,3.6,2.3
24,Male,4.42,83.9,7.0,2.9,1.0,2.15,No,Offline,Good,Good,No,1,Middle,5.8,A,0.15,0,Neutral,3.8,3.3,2.4,3.1,1.3,4.8,2.6
19,Female,6.06,73.1,4.9,6.6,3.7,1.54,No,Hybrid,Good,Average,No,2,Middle,4.5,A,0.59,1,Positive,2.4,2.3,3.4,3.6,2.7,4.3,2.2
18,Female,4.41,81.0,7.7,7.0,4.2,1.84,Yes,Online,Average,Average,No,0,High,6.1,B,0.8,2,Positive,4.4,2.6,5.0,2.3,4.0,5.0,2.3
19,Male,0.67,89.7,8.0,4.3,5.8,1.74,No,Offline,Average,Good,Yes,1,Low,4.7,C,0.56,2,Neutral,2.0,3.6,4.3,2.8,2.8,4.8,2.4
21,Female,0.57,70.3,7.3,4.6,4.4,2.03,Yes,Online,Average,Average,No,0,Low,5.5,D,0.17,2,Positive,3.1,1.8,2.5,1.5,3.3,4.0,1.9
20,Male,3.73,77.3,6.2,6.4,2.4,1.68,No,Online,Average,Average,Yes,2,Low,4.8,C,0.21,2,Neutral,3.1,2.4,4.7,1.9,3.6,4.2,3.6
19,Female,2.5,75.9,6.9,7.0,3.5,1.57,No,Online,Average,Average,No,0,Low,3.6,C,0.56,1,Positive,3.2,3.4,1.8,3.3,4.2,4.2,3.9
18,Male,6.8,67.9,7.7,5.7,5.1,1.97,Yes,Online,Average,Excellent,Yes,2,High,5.4,B,0.82,1,Positive,1.6,2.8,4.2,2.8,1.0,4.3,4.1
23,Male,2.87,96.3,6.5,1.7,4.5,1.75,No,Hybrid,Good,Good,Yes,2,Low,1.0,A,0.54,2,Positive,1.4,3.9,3.3,4.0,3.9,3.6,4.6
29,Female,5.92,67.5,6.6,4.0,1.0,1.92,No,Hybrid,Poor,Poor,Yes,3,Middle,2.7,A,0.35,1,Positive,2.9,4.3,4.0,3.1,3.2,3.2,3.6
24,Male,4.7,84.3,6.8,7.0,5.7,1.64,No,Hybrid,Good,Good,Yes,1,Middle,3.5,A,0.74,1,Positive,2.1,3.4,3.3,2.6,3.7,5.0,3.1
19,Female,8.13,72.1,8.2,2.0,2.9,1.8,Yes,Hybrid,Average,Good,No,3,Middle,1.8,A,0.42,2,Positive,3.3,2.2,3.0,4.8,3.8,4.7,3.0
19,Male,5.21,77.7,8.6,2.5,7.1,1.38,No,Hybrid,Good,Poor,No,2,Middle,3.4,A,0.67,1,Positive,3.1,4.0,3.6,5.0,1.0,4.0,3.0
19,Male,5.42,74.4,7.9,6.0,3.9,1.8,Yes,Hybrid,Average,Average,No,1,Middle,3.8,A,0.2,0,Positive,4.3,2.9,3.0,2.7,4.0,4.8,2.6
18,Female,2.98,72.7,7.0,3.7,6.5,1.65,Yes,Offline,Poor,Good,No,0,Middle,7.7,C,0.75,2,Neutral,4.3,3.8,5.0,4.6,3.1,4.2,2.9
21,Male,5.77,78.5,7.5,4.2,0.5,2.17,No,Online,Good,Good,No,2,High,2.2,A,0.54,2,Positive,3.1,1.0,5.0,3.2,2.9,5.0,2.2
22,Male,6.36,56.1,7.5,4.2,4.2,1.8,Yes,Offline,Good,Good,No,2,Low,3.9,A,0.67,0,Neutral,4.5,3.4,2.5,3.3,2.4,5.0,2.9
23,Female,4.78,70.1,6.1,3.9,5.0,1.59,Yes,Online,Poor,Good,No,3,Low,5.5,B,0.72,2,Positive,3.2,3.2,3.6,5.0,1.8,2.5,2.6
23,Female,6.44,81.0,8.5,5.8,5.6,2.08,No,Hybrid,Average,Average,Yes,2,Middle,3.7,A,0.43,0,Positive,3.0,3.0,1.8,3.2,3.0,4.4,3.5
19,Female,2.92,95.3,6.3,7.8,2.5,1.47,No,Hybrid,Poor,Excellent,Yes,0,Middle,5.0,C,0.56,2,Neutral,4.7,1.4,3.3,2.3,3.2,4.0,1.8
20,Non-Binary,4.57,79.1,7.2,3.1,2.4,1.74,No,Hybrid,Average,Average,No,1,Middle,2.5,A,0.98,0,Neutral,2.1,3.3,4.1,3.9,3.0,4.5,3.5
23,Male,5.83,70.0,5.9,5.1,5.6,1.37,No,Hybrid,Poor,Good,No,0,High,8.6,C,0.61,0,Negative,1.5,3.3,3.4,3.4,4.3,5.0,2.1
20,Female,4.38,87.9,6.4,3.6,4.6,2.03,No,Offline,Average,Average,No,2,High,3.6,A,0.53,2,Positive,2.8,4.2,3.0,3.7,3.3,2.7,3.2
19,Male,7.48,83.4,8.1,6.5,3.9,1.53,No,Hybrid,Poor,Average,No,1,High,3.0,A,0.92,2,Positive,3.2,2.9,4.2,3.0,2.7,4.2,3.2
20,Female,6.3,67.6,6.4,4.6,5.6,1.43,No,Online,Good,Good,Yes,1,Middle,7.0,A,0.67,2,Positive,3.6,3.3,2.8,3.3,3.6,5.0,2.3
19,Male,3.77,71.6,5.4,10.0,4.1,1.87,Yes,Online,Average,Average,Yes,1,Low,6.7,D,0.54,2,Neutral,1.9,2.0,3.7,2.3,2.5,4.1,1.2
18,Non-Binary,3.14,66.7,4.5,5.7,0.6,1.43,No,Online,Average,Good,No,1,High,9.2,C,0.27,0,Neutral,2.8,1.6,3.8,2.2,1.0,4.1,1.3
24,Female,4.99,89.7,5.9,5.5,4.1,1.9,Yes,Offline,Good,Average,Yes,1,High,2.7,B,0.66,1,Positive,1.8,3.3,2.5,4.4,3.9,4.7,2.1
25,Female,3.55,67.5,6.3,7.8,3.5,2.39,Yes,Hybrid,Poor,Good,Yes,2,Middle,4.3,B,0.4,2,Neutral,2.7,2.4,3.9,2.4,1.3,4.3,2.9
19,Female,4.21,66.8,7.0,4.2,1.5,2.17,Yes,Online,Average,Good,No,2,High,2.2,A,0.95,0,Neutral,4.3,4.0,3.6,3.6,4.5,4.6,3.6
17,Female,2.76,80.3,5.6,3.9,2.7,2.23,Yes,Online,Average,Poor,Yes,2,High,3.7,A,0.54,0,Neutral,3.1,2.3,4.1,3.7,2.4,3.4,2.4
23,Female,6.57,88.1,6.8,5.4,3.0,2.35,Yes,Hybrid,Good,Excellent,No,2,Middle,3.9,A,0.48,2,Positive,2.0,3.2,2.6,3.7,1.7,4.5,2.3
19,Male,5.36,72.5,6.1,3.9,3.6,2.38,No,Hybrid,Average,Average,No,2,Low,3.5,A,0.66,1,Positive,1.0,2.8,4.7,2.4,2.9,4.5,2.3
20,Male,5.62,85.8,7.4,1.4,3.3,1.6,No,Offline,Poor,Average,Yes,1,Middle,3.7,A,0.79,0,Positive,2.6,4.4,4.2,4.6,3.1,3.4,5.0
17,Male,6.66,65.1,7.0,3.6,6.0,1.81,Yes,Online,Poor,Good,Yes,1,High,4.0,B,0.79,2,Neutral,3.0,2.5,4.8,3.9,4.5,3.8,3.6
19,Male,0.41,85.9,6.2,4.4,3.1,2.17,No,Offline,Average,Good,Yes,0,Middle,4.8,B,0.77,0,Positive,3.0,3.0,2.6,2.6,3.8,2.7,2.5
24,Female,5.09,80.1,6.1,6.7,7.2,1.95,No,Hybrid,Good,Good,No,2,Middle,3.9,B,0.77,2,Positive,1.7,2.4,3.9,2.1,3.5,4.6,3.0
24,Female,4.52,78.8,6.8,4.1,6.7,1.96,No,Offline,Good,Average,No,3,Middle,5.6,A,0.15,1,Neutral,3.2,3.8,4.0,3.6,2.5,4.1,4.0
19,Female,6.38,56.9,7.2,1.9,5.0,1.59,Yes,Hybrid,Average,Excellent,Yes,1,Low,2.3,A,0.36,2,Positive,1.2,3.6,5.0,2.9,4.5,4.9,3.9
20,Non-Binary,6.03,88.1,6.2,2.3,3.6,1.85,No,Offline,Average,Good,No,2,Middle,3.7,A,0.7,0,Positive,3.1,1.7,4.8,2.6,5.0,3.8,2.4
18,Female,6.06,78.7,7.7,8.1,4.7,1.88,Yes,Offline,Average,Average,Yes,0,Middle,2.5,A,0.25,1,Neutral,2.8,1.5,4.6,2.9,2.4,5.0,2.6
17,Male,7.62,80.2,6.3,5.4,2.7,1.76,No,Online,Good,Average,Yes,3,High,2.1,A,0.82,0,Positive,3.7,1.0,5.0,3.8,2.3,4.6,2.3
29,Male,1.26,67.6,5.7,7.6,3.3,1.9,No,Online,Average,Excellent,Yes,1,Middle,5.1,C,0.78,2,Negative,4.1,2.9,3.0,1.5,4.4,4.7,2.4
22,Male,2.88,92.4,7.6,10.0,6.1,2.16,No,Offline,Average,Good,Yes,3,High,4.5,B,0.31,1,Positive,1.0,1.0,3.6,1.6,3.2,4.2,2.0
21,Male,7.45,74.1,5.4,2.8,3.8,1.91,Yes,Offline,Good,Average,No,4,Low,4.0,A,0.32,2,Positive,3.7,3.5,4.6,4.7,3.8,4.8,1.9
23,Female,7.91,82.4,8.7,4.3,4.2,1.75,No,Online,Average,Average,Yes,1,Low,1.8,A,0.35,1,Neutral,4.1,2.6,3.2,4.6,4.8,5.0,2.7
24,Female,3.38,76.9,6.6,1.0,2.2,2.39,Yes,Offline,Good,Average,Yes,3,High,2.9,A,0.8,2,Neutral,3.7,4.3,5.0,3.8,4.9,3.7,4.5
24,Female,7.26,75.6,6.8,3.7,6.6,1.94,Yes,Online,Good,Good,No,3,Middle,2.5,A,0.39,1,Neutral,2.5,2.2,3.1,4.4,3.8,3.6,3.6
17,Female,6.77,85.0,9.0,3.6,5.5,1.58,No,Offline,Average,Excellent,No,1,Low,2.1,A,0.28,2,Positive,4.1,2.6,2.8,4.3,4.0,3.3,3.0
18,Female,2.27,83.5,5.8,7.7,4.6,2.36,No,Hybrid,Average,Good,Yes,1,Low,6.2,B,0.65,1,Negative,2.4,2.5,2.2,1.3,3.4,4.9,1.1
22,Male,3.8,91.4,8.3,4.5,4.9,2.13,No,Offline,Good,Good,No,2,Middle,1.5,A,0.61,0,Positive,1.9,2.0,5.0,3.1,4.8,4.2,3.0
20,Female,5.69,73.4,7.2,3.5,2.0,1.39,Yes,Offline,Poor,Excellent,No,2,Low,4.7,B,0.53,2,Neutral,3.0,2.9,2.5,3.3,3.7,4.4,1.9
28,Male,4.87,86.6,7.3,9.9,2.5,1.64,No,Online,Average,Good,Yes,0,Middle,8.3,C,0.52,2,Positive,2.9,1.2,3.6,2.6,3.2,4.5,2.3
22,Male,8.63,69.1,8.4,1.1,3.1,2.31,Yes,Online,Average,Good,No,4,Middle,5.6,A,0.7,0,Positive,3.9,3.8,3.6,2.7,4.2,4.1,4.5
27,Male,6.23,79.6,8.9,7.5,2.8,1.39,No,Offline,Average,Average,No,2,Middle,4.7,A,0.44,0,Positive,2.3,2.9,3.4,3.0,1.3,3.8,3.0
19,Female,6.82,62.1,7.6,5.9,4.3,1.72,No,Online,Average,Good,No,3,High,3.5,A,0.49,0,Positive,3.1,3.4,2.9,3.8,2.1,4.7,3.6
25,Male,3.7,78.8,7.6,3.7,5.3,1.61,Yes,Offline,Average,Good,No,1,Low,6.0,B,0.23,1,Neutral,1.9,2.1,2.1,2.5,2.7,4.2,2.5
19,Male,2.55,77.0,6.8,3.4,2.9,1.96,No,Online,Average,Average,No,3,Middle,4.3,A,0.84,0,Neutral,4.3,3.7,3.5,3.1,1.4,3.5,2.3
28,Female,3.79,71.9,5.8,4.6,4.5,1.69,No,Offline,Average,Excellent,No,0,Low,7.8,C,0.33,2,Negative,3.6,1.6,4.0,4.0,1.8,3.7,1.0
18,Female,7.84,71.9,5.6,4.9,5.1,1.96,No,Offline,Good,Excellent,Yes,2,High,3.4,A,0.16,2,Positive,1.0,1.8,3.9,2.4,2.9,3.0,3.4
21,Male,8.72,76.9,8.1,5.2,6.7,1.9,No,Hybrid,Average,Good,Yes,3,High,5.7,A,0.55,0,Neutral,4.2,2.9,3.2,3.4,2.0,5.0,4.0
24,Male,3.39,90.1,7.0,5.5,4.5,2.27,No,Hybrid,Average,Good,No,2,Middle,3.4,A,0.38,0,Positive,3.2,1.6,5.0,2.7,2.8,4.8,3.0
20,Female,4.73,77.8,6.0,5.4,2.0,2.02,Yes,Offline,Poor,Good,Yes,1,Middle,6.3,A,0.84,1,Positive,3.1,3.6,3.6,1.7,2.8,4.4,3.1
21,Male,0.02,79.5,6.7,4.5,4.7,1.9,Yes,Online,Poor,Average,No,0,Middle,6.7,D,0.75,2,Neutral,4.8,3.5,2.7,2.7,4.2,4.3,2.7
28,Female,7.59,83.0,7.5,6.4,5.4,1.66,No,Offline,Average,Average,Yes,1,High,2.1,B,0.44,2,Positive,1.4,4.3,3.1,2.6,1.8,5.0,3.3
20,Female,2.49,92.6,6.7,5.3,2.3,1.76,Yes,Online,Poor,Good,No,1,Middle,4.8,B,0.34,0,Negative,3.4,2.4,3.8,1.2,3.0,4.0,3.3
22,Male,6.8,90.0,7.4,1.3,5.2,1.87,No,Offline,Average,Good,No,1,High,4.6,A,0.98,2,Neutral,2.6,3.7,3.8,4.0,2.9,3.8,3.0
17,Male,7.59,84.3,7.8,3.8,4.4,1.94,No,Hybrid,Poor,Excellent,No,3,Low,6.4,A,0.32,2,Positive,2.1,3.0,4.0,5.0,3.7,3.6,2.7
24,Male,2.34,62.3,8.5,8.4,1.3,1.7,No,Offline,Poor,Average,Yes,2,Middle,4.1,C,0.83,2,Neutral,4.3,2.2,2.3,1.3,1.8,4.9,2.2
22,Male,3.26,85.4,5.7,6.4,8.2,1.81,Yes,Offline,Poor,Good,Yes,3,Middle,3.1,C,0.82,1,Neutral,2.1,3.7,4.7,3.2,3.1,2.8,1.9
20,Male,6.45,73.0,6.6,9.3,3.4,1.84,Yes,Online,Average,Good,No,0,High,5.8,B,0.32,0,Neutral,2.4,1.9,3.0,2.4,4.4,5.0,1.4
17,Female,7.75,83.8,7.2,4.1,3.7,1.07,No,Hybrid,Average,Good,No,3,Middle,4.7,A,0.69,0,Positive,3.3,2.9,4.9,4.7,3.5,4.1,1.8
22,Male,3.96,71.7,7.1,2.9,2.6,2.05,No,Hybrid,Good,Excellent,No,3,Middle,1.8,A,0.59,2,Positive,4.2,3.5,2.8,3.2,3.3,5.0,3.9
17,Female,2.91,84.9,7.7,5.9,3.5,2.38,Yes,Offline,Average,Excellent,Yes,1,High,3.9,B,0.65,1,Neutral,2.7,3.4,4.5,1.3,1.4,4.5,2.9
17,Female,5.7,75.3,5.0,4.1,2.8,1.56,No,Online,Good,Average,Yes,1,Low,3.8,A,0.59,0,Positive,3.8,2.4,4.4,4.7,3.9,3.9,1.4
22,Male,7.55,74.9,5.8,4.6,3.0,1.64,Yes,Hybrid,Poor,Average,No,0,Middle,5.9,B,0.81,1,Neutral,4.7,3.6,3.3,3.7,3.3,5.0,3.4
18,Male,2.79,81.5,8.2,2.7,2.9,0.9,No,Hybrid,Average,Average,No,1,Middle,4.1,B,0.72,1,Neutral,4.8,3.7,3.5,2.6,1.9,4.5,3.3
18,Male,3.42,65.2,9.1,4.8,4.1,1.84,No,Online,Average,Good,Yes,2,Low,3.8,B,0.26,1,Neutral,4.2,2.8,2.4,3.6,2.6,3.7,4.4
22,Male,7.34,90.8,7.0,6.8,4.0,1.76,Yes,Online,Average,Average,No,4,Middle,3.9,A,0.4,1,Neutral,4.2,2.2,4.2,3.4,3.4,3.6,3.6
17,Female,5.41,79.0,5.7,5.0,5.0,1.88,Yes,Offline,Poor,Good,Yes,3,Middle,2.6,B,0.92,0,Positive,4.0,3.9,4.9,3.3,3.1,4.0,2.8
19,Male,3.35,78.0,5.2,5.4,5.2,2.17,No,Offline,Average,Good,No,0,Middle,7.9,B,0.83,1,Negative,1.7,3.8,1.9,1.2,2.9,3.3,2.3
18,Female,5.01,70.2,7.8,5.0,5.1,1.3,No,Hybrid,Poor,Good,No,1,Middle,6.0,B,0.86,1,Neutral,3.4,2.0,4.2,2.0,4.4,4.0,2.1
